Date,Close,SMA_50,EMA_20
2014-03-14,160.58999633789062,169.6409991455078,171.6298435476951
2014-03-17,161.66000366210938,169.2743991088867,170.6803349871631
2014-03-18,164.08999633789062,169.0505990600586,170.0526836872324
2014-03-19,160.5800018310547,168.72959899902344,169.15052351045355
2014-03-20,157.47999572753906,168.30279876708985,168.03904467398553
2014-03-21,158.30999755859375,167.83319885253906,167.11246875823394
2014-03-24,157.3800048828125,167.4703988647461,166.1855674367652
2014-03-25,156.0500030517578,166.99819885253908,165.22027559057403
2014-03-26,152.1199951171875,166.62059875488282,163.97262983120388
2014-03-27,151.0,166.18319885253905,162.73714127585112
2014-03-28,150.66000366210938,165.78639892578124,161.58693769359
2014-03-31,152.27000427246094,165.37179901123048,160.6996107011015
2014-04-01,159.17999267578125,165.15259887695314,160.55488517488052
2014-04-02,160.47000122070312,164.90799896240233,160.5468009887684
2014-04-03,157.4499969482422,164.56839904785156,160.25186727062305
2014-04-04,149.35000610351562,164.2837991333008,159.2135947785176
2014-04-07,143.50999450683594,163.92659912109374,157.7180138002622
2014-04-08,150.9600067138672,163.77219940185546,157.0743940777484
2014-04-09,157.67999267578125,163.6409991455078,157.13207013470392
2014-04-10,150.97000122070312,163.49839904785156,156.5452064286086
2014-04-11,149.74000549316406,163.27699920654297,155.89709205380436
2014-04-14,153.75999450683594,163.22219909667967,155.69355895409308
2014-04-15,155.47000122070312,163.32119903564453,155.67226774138928
2014-04-16,157.22999572753906,163.34939880371093,155.82062278768925
2014-04-17,155.8000030517578,163.42339874267577,155.81865900331482
2014-04-21,160.11000061035156,163.52459869384765,156.22735820398498
2014-04-22,163.00999450683594,163.56199859619142,156.87332356616125
2014-04-23,159.33999633789062,163.46399841308593,157.1082447825164
2014-04-24,159.74000549316406,163.33299865722657,157.35888865972095
2014-04-25,162.91000366210938,163.2501986694336,157.88756627899602
2014-04-28,150.92999267578125,162.86799865722656,157.224940221547
2014-04-29,155.14999389648438,162.62139862060548,157.02732628582675
2014-04-30,153.85000610351562,162.22259887695313,156.72472436370188
2014-05-01,158.69000244140625,161.92459899902343,156.91189370443564
2014-05-02,159.91000366210938,161.64479919433595,157.19742798611887
2014-05-05,159.72999572753906,161.38619903564452,157.43862491387316
2014-05-06,157.8300018310547,161.09219909667968,157.4758989059857
2014-05-07,151.27000427246094,160.71459930419923,156.8848613218405
2014-05-08,150.3800048828125,160.26419952392578,156.2653511847902
2014-05-09,152.85000610351562,159.74279968261717,155.9400802246688
2014-05-12,159.8800048828125,159.5217999267578,156.315311144492
2014-05-13,156.11000061035156,159.24899993896486,156.29575776028815
2014-05-14,156.02000427246094,158.92100006103516,156.26949552335222
2014-05-15,155.38999938964844,158.53739990234374,156.185733986809
2014-05-16,154.77000427246094,157.94,156.05090258544251
2014-05-19,157.64999389648438,157.45220001220704,156.20319699601794
2014-05-20,158.4199981689453,157.02940002441406,156.4143209172491
2014-05-21,163.97000122070312,156.83880004882812,157.13390951757805
2014-05-22,163.52999877929688,156.62580017089843,157.743060875837
2014-05-23,167.6300048828125,156.6566003417969,158.68467459078704
