Date,Close,SMA_50,EMA_20
2014-03-14,18.687000274658203,18.720040092468263,18.34342091589593
2014-03-17,18.75200080871582,18.697110099792482,18.38233328664068
2014-03-18,18.938499450683594,18.67944007873535,18.435301492740003
2014-03-19,18.661500930786133,18.65904010772705,18.456844296363446
2014-03-20,18.44849967956543,18.629980087280273,18.45604957095411
2014-03-21,18.0310001373291,18.588680076599122,18.415568672513636
2014-03-24,17.592500686645508,18.539520072937012,18.3371812452881
2014-03-25,17.73550033569336,18.49657009124756,18.279878301517172
2014-03-26,17.170499801635742,18.449000091552733,18.174223206290367
2014-03-27,16.923500061035156,18.38993007659912,18.055106716266064
2014-03-28,16.914499282836914,18.33235004425049,17.946477436891858
2014-03-31,16.818500518798828,18.272920036315917,17.83905106374014
2014-04-01,17.149499893188477,18.216300048828124,17.773379523687602
2014-04-02,17.097999572753906,18.151210021972656,17.709057623598678
2014-04-03,16.680999755859375,18.080290031433105,17.611147350480646
2014-04-04,16.149999618530273,18.003420028686524,17.471990423628228
2014-04-07,15.887999534606934,17.93358003616333,17.321134148483342
2014-04-08,16.353500366210938,17.874370059967042,17.228978550171682
2014-04-09,16.590499877929688,17.811750049591065,17.168171057577204
2014-04-10,15.855500221252441,17.74466007232666,17.043154787451037
2014-04-11,15.58650016784668,17.653380088806152,16.904425776060144
2014-04-14,15.795499801635742,17.610600090026857,16.798813778495916
2014-04-15,15.803999900817871,17.580530071258544,16.704069599669435
2014-04-16,16.18400001525879,17.556260089874268,16.654539163058896
2014-04-17,16.245500564575195,17.534720096588135,16.61558310606045
2014-04-21,16.543500900268555,17.511000118255616,16.60871813408027
2014-04-22,16.465999603271484,17.4792400932312,16.595125893050863
2014-04-23,16.229000091552734,17.442950077056885,16.56025676909866
2014-04-24,16.857500076293945,17.41831007003784,16.58856565549821
2014-04-25,15.191499710083008,17.372890071868895,16.455511755934857
2014-04-28,14.829000473022461,17.312270069122313,16.30060591946701
2014-04-29,15.019000053405762,17.255300064086914,16.17854821793737
2014-04-30,15.206500053405762,17.20578004837036,16.08597220226769
2014-05-01,15.394499778747559,17.16629005432129,16.020117685741965
2014-05-02,15.400500297546387,17.124500064849855,15.961106505913815
2014-05-05,15.5024995803833,17.087790069580077,15.917429655863291
2014-05-06,14.869000434875488,17.0333900642395,15.817579253864453
2014-05-07,14.635499954223633,16.967780055999757,15.705000272946279
2014-05-08,14.416000366210938,16.89630006790161,15.582238377066721
2014-05-09,14.612000465393066,16.828410072326662,15.489834766431136
2014-05-12,15.142999649047852,16.76917007446289,15.45680285048987
2014-05-13,15.232000350952148,16.714030075073243,15.435393088629136
2014-05-14,14.880999565124512,16.647750072479248,15.38259370543822
2014-05-15,14.759499549865723,16.570570068359373,15.323251404907506
2014-05-16,14.885000228881836,16.496110076904298,15.281513197666966
2014-05-19,14.838000297546387,16.42081007003784,15.239273873845958
2014-05-20,15.059499740600586,16.351470050811766,15.22215252782259
2014-05-21,15.250499725341797,16.28766004562378,15.224852260919658
2014-05-22,15.245499610900879,16.221930046081543,15.226818675203583
2014-05-23,15.612000465393066,16.16266004562378,15.263502655221629
2014-05-27,15.541000366210938,16.099740047454834,15.289931008649182
2014-05-28,15.508000373840332,16.034860038757323,15.310699519619767
2014-05-29,15.689000129699707,15.969870052337647,15.34672814915119
2014-05-30,15.6274995803833,15.90919002532959,15.37346828545901
2014-06-02,15.442000389099121,15.849060039520264,15.379995152472354
2014-06-03,15.35949993133545,15.795630035400391,15.37804322664979
2014-06-04,15.33899974822998,15.75056001663208,15.374324800133618
2014-06-05,16.178499221801758,15.719419994354247,15.450912840292489
2014-06-06,16.48349952697754,15.705679988861084,15.54925442950059
2014-06-09,16.375,15.694709987640381,15.627896864786248
2014-06-10,16.620500564575195,15.688830013275146,15.722430550480434
2014-06-11,16.760000228881836,15.687660007476806,15.821246710328186
2014-06-12,16.295499801635742,15.670580005645752,15.866413671405097
2014-06-13,16.313499450683594,15.654890003204345,15.90899326943162
2014-06-16,16.381000518798828,15.648890018463135,15.953946340799925
2014-06-17,16.2810001373291,15.65151002883911,15.985094321421752
2014-06-18,16.7189998626709,15.66813003540039,16.054990087255003
2014-06-19,16.350000381469727,15.668060035705567,16.083086305751642
2014-06-20,16.209999084472656,15.660450019836425,16.095173237058404
2014-06-23,16.36199951171875,15.670580005645752,16.120585263216533
2014-06-24,16.20800018310547,15.683010005950928,16.128910493682145
2014-06-25,16.371999740600586,15.694540004730225,16.15206185053152
2014-06-26,16.284500122070312,15.704150009155274,16.1646750192495
2014-06-27,16.228500366210938,15.705040016174316,16.170753623722018
2014-06-30,16.23900032043457,15.704910011291505,16.177253309123213
2014-07-01,16.61949920654297,15.706429977416992,16.219371966020333
2014-07-02,16.642499923706055,15.709959983825684,16.259669866752308
2014-07-03,16.874500274658203,15.722869987487792,16.318225143695727
2014-07-07,16.677499771118164,15.719269981384278,16.352441774878816
2014-07-08,16.190500259399414,15.739249992370606,16.337018773404587
2014-07-09,16.49850082397461,15.772639999389648,16.35239801631602
2014-07-10,16.395999908447266,15.800179996490478,16.356550577471378
2014-07-11,17.309999465942383,15.84224998474121,16.447355233516237
2014-07-14,17.766000747680664,15.889680004119873,16.572940520579518
2014-07-15,17.722000122070312,15.936110000610352,16.682374768340548
2014-07-16,17.795000076293945,15.981960010528564,16.78833908338373
2014-07-17,17.622499465942383,16.037029991149904,16.867782929341693
2014-07-18,17.933000564575195,16.102980003356933,16.96923222793536
2014-07-21,17.988000869750977,16.174420013427735,17.066257812870184
2014-07-22,18.04199981689453,16.243020000457765,17.159185622777265
2014-07-23,17.906999588012695,16.29829999923706,17.230406000418736
2014-07-24,17.930500030517578,16.35226999282837,17.29708162233291
2014-07-25,16.20050048828125,16.378660011291505,17.1926453238518
2014-07-28,16.02050018310547,16.403880023956297,17.08101245330453
2014-07-29,16.0,16.426180019378663,16.978058886323147
2014-07-30,16.125499725341797,16.45193000793457,16.896862775753494
2014-07-31,15.649499893188477,16.46373001098633,16.778066310747302
2014-08-01,15.352999687194824,16.465780010223387,16.64234567993278
2014-08-04,15.682499885559082,16.474520015716553,16.550931794754334
2014-08-05,15.616000175476074,16.474600009918213,16.4618906881564
2014-08-06,15.694499969482422,16.477670001983643,16.3888058578065
2014-08-07,15.572500228881836,16.478959999084474,16.311062464575578
2014-08-08,15.84000015258789,16.481979999542236,16.266199387243418
2014-08-11,15.916500091552734,16.487760009765626,16.232894692415734
2014-08-12,15.965999603271484,16.498239994049072,16.207476112497233
2014-08-13,16.31399917602539,16.517329978942872,16.21762116616658
2014-08-14,16.660499572753906,16.54375997543335,16.259800062032042
2014-08-15,16.681499481201172,16.553819980621338,16.29996191147672
2014-08-18,16.726499557495117,16.55867998123169,16.340584544430854
2014-08-19,16.756500244140625,16.5663099861145,16.380195563450833
2014-08-20,16.788999557495117,16.5696799659729,16.419129277169336
2014-08-21,16.64550018310547,16.567389965057373,16.440688411068017
2014-08-22,16.579500198364258,16.573069972991945,16.453908581286704
2014-08-25,16.701000213623047,16.58081998825073,16.47744111769969
2014-08-26,17.09149932861328,16.595029964447022,16.535922852072414
2014-08-27,17.159000396728516,16.61258996963501,16.595263570611092
2014-08-28,17.000999450683594,16.618229961395265,16.63390508299895
2014-08-29,16.95199966430664,16.630269947052003,16.664199805028254
2014-09-02,17.118999481201172,16.64844995498657,16.707514059901865
2014-09-03,16.950000762939453,16.660209980010986,16.73060803161973
2014-09-04,17.297500610351562,16.68199998855591,16.784597801022763
2014-09-05,17.319000244140625,16.70093999862671,16.835493271795894
2014-09-08,17.117000579833984,16.717590007781983,16.862303491609044
2014-09-09,16.487499237060547,16.722769985198976,16.82660784831871
2014-09-10,16.566499710083008,16.729319972991945,16.80183564467721
2014-09-11,16.525999069213867,16.72744997024536,16.775565494633085
2014-09-12,16.559499740600586,16.725789966583253,16.75498780377285
2014-09-15,16.194499969482422,16.712189960479737,16.701608010030903
2014-09-16,16.38800048828125,16.706399974822997,16.671740627007125
2014-09-17,16.200000762939453,16.7065899848938,16.62681302090544
2014-09-18,16.25,16.701619968414306,16.590926066533495
2014-09-19,16.56599998474121,16.705019969940185,16.588552153981848
2014-09-22,16.225000381469727,16.683319988250734,16.55392817564736
2014-09-23,16.181499481201172,16.65162996292114,16.518458776176296
2014-09-24,16.410499572753906,16.625399951934813,16.508176947278926
2014-09-25,16.096500396728516,16.591429958343507,16.468969656750314
2014-09-26,16.160499572753906,16.562189960479735,16.43959155351256
2014-09-29,16.090999603271484,16.525349941253662,16.406392320156268
2014-09-30,16.121999740600586,16.488029918670655,16.379307312579535
2014-10-01,15.873000144958496,16.444649925231932,16.33108758232991
2014-10-02,15.920499801635742,16.404919929504395,16.29198398416856
2014-10-03,16.136999130249023,16.369049911499022,16.27722352189051
2014-10-06,16.110000610351562,16.36723991394043,16.26129753031537
2014-10-07,15.848999977111816,16.363809909820556,16.222031096676936
2014-10-08,16.135000228881836,16.366509914398193,16.213742442601212
2014-10-09,15.768500328063965,16.359369926452636,16.171338431692902
2014-10-10,15.569499969482422,16.357769927978516,16.114020482910952
2014-10-13,15.322500228881836,16.357159938812256,16.038637601574848
2014-10-14,15.415499687194824,16.351819934844972,15.979291133538656
2014-10-15,15.298500061035156,16.345469932556153,15.914453888538324
2014-10-16,15.142999649047852,16.33443992614746,15.840982056205897
2014-10-17,15.182000160217285,16.32662992477417,15.778221875635552
2014-10-20,15.310500144958496,16.31603992462158,15.733676948904405
2014-10-21,15.766500473022461,16.313039932250977,15.73680299882041
2014-10-22,15.648500442504883,16.306689949035643,15.728393231552266
2014-10-23,15.659000396728516,16.293589973449706,15.72178439014048
2014-10-24,14.352999687194824,16.247439975738526,15.591423942240894
2014-10-27,14.498499870300293,16.20377998352051,15.487335935389408
2014-10-28,14.779500007629395,16.164839992523195,15.419922989888455
2014-10-29,14.706000328063965,16.12382999420166,15.35193035542898
2014-10-30,14.953499794006348,16.087119998931886,15.313984587674444
2014-10-31,15.27299976348877,16.05966999053955,15.310081271085332
2014-11-03,15.28600025177002,16.033799991607665,15.307787840674349
2014-11-04,15.14050006866455,16.002589988708497,15.291855671911511
2014-11-05,14.826000213623047,15.957280006408691,15.247488485407848
2014-11-06,14.831999778747559,15.910739994049072,15.207918132392582
2014-11-07,14.993000030517578,15.870580005645753,15.187449741737819
2014-11-10,15.255499839782715,15.836650009155273,15.193930703456381
2014-11-11,15.600500106811523,15.806280021667481,15.232651599014014
2014-11-12,15.575499534606934,15.77878999710083,15.265303783356197
2014-11-13,15.824000358581543,15.74931999206543,15.318512980996706
2014-11-14,16.391000747680664,15.73076000213623,15.420654673061843
2014-11-17,16.15250015258789,15.711469993591308,15.490354242540516
2014-11-18,16.24650001525879,15.706650009155274,15.56236812565654
2014-11-19,16.32699966430664,15.701860008239747,15.63519017695655
2014-11-20,16.527000427246094,15.701880035400391,15.720124486507935
2014-11-21,16.631500244140625,15.703320045471191,15.806922177711048
2014-11-24,16.781999588012695,15.715070037841796,15.899786692977871
2014-11-25,16.75200080871582,15.722350044250488,15.980949942095771
2014-11-26,16.678499221801758,15.731920013427734,16.047383206829675
2014-11-28,16.93199920654297,15.745559997558594,16.13163234965951
2014-12-01,16.299999237060547,15.740239982604981,16.147667291316754
2014-12-02,16.315500259399414,15.742049980163575,16.163651383515102
2014-12-03,15.824999809265137,15.734919986724854,16.131398852634153
2014-12-04,15.846500396728516,15.723640003204345,16.104265666357424
2014-12-05,15.631500244140625,15.714340000152587,16.059240388051062
2014-12-08,15.331999778747559,15.697770004272462,15.989979377641204
2014-12-09,15.625,15.688450012207031,15.955219436913469
2014-12-10,15.291999816894531,15.67185001373291,15.892055663578331
2014-12-11,15.368000030517578,15.661750011444092,15.84214560328683
2014-12-12,15.366000175476074,15.650660018920899,15.796798419685807
2014-12-15,15.303500175476074,15.63399003982544,15.749817634522975
2014-12-16,14.753000259399414,15.606850032806397,15.65488264641597
2014-12-17,14.944000244140625,15.588750038146973,15.587179560484985
2014-12-18,14.886500358581543,15.563780040740967,15.520448207922751
